Title,Description,Media URL,Link,Pinterest Board,Hashtags
Chess Knight Necklace - Sterling Silver 3D Horse Head Pendant with Oxidized Finish,"This chess knight necklace is a striking accessory crafted from solid sterling silver, designed to bring elegance and a touch of strategy to your jewelry collection. The 3D silver necklace features a detailed horse head pendant that measures nearly 1 inch long, making it a perfect statement piece for chess enthusiasts and animal inspired necklace lovers alike. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076896051270.jpg?v=1768878281,https://moonraven.com/products/chess-knight-pendant-necklace-solid-16005?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#horsejewelry #equestrianjewelry #sterlingsilverjewelry #925silver #necklace
Rod Of Asclepius Pendant – Bronze Medical Necklace With Serpent Staff Symbol,This beautifully detailed Rod of Asclepius is an ancient Greek symbol associated with astrology and with healing the sick through medicine. It consists of a serpent entwined around a staff. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076895199302.jpg?v=1768878187,https://moonraven.com/products/rod-of-asclepius-pendant-necklace-solid-64530?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Symbolism & Meaning,#bronzejewelry #handcraftedbronze #necklace #pendantnecklace #handcraftedjewelry
Bronze Chainsaw Necklace - Hand Carved Solid Bronze Pendant Jewelry,"This little three dimensional chainsaw is hand carved and cast in solid bronze, slightly oxidized in the recesses to enhance every detail. Measuring 1-1/8"" long, it is correctly proportioned and hangs perfectly in the vertical position by the handle of the saw. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076894249030.jpg?v=1768878172,https://moonraven.com/products/solid-bronze-chainsaw-necklace-chainsaw-74600?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Bronze,#bronzejewelry #handcraftedbronze #necklace #pendantnecklace #handcraftedjewelry
Wolf Skull Necklace - Bronze Skull Pendant With Detailed Carved Wolf Jewelry,This hand carved wolf skull pendant exhibits exceptional realistic detail with the jaw slightly ajar revealing excellent tooth detail. It is cast in solid bronze with a bright hand rubbed finish that accentuates every unique detail. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076893397062.jpg?v=1768878152,https://moonraven.com/products/grey-wolf-skull-necklace-in-solid-bronze-91037?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#skulljewelry #momentomori #wolfjewelry #wolfnecklace #bronzejewelry
Sea Otter Pendant - Sterling Silver Necklace With Diving Otter Charm,"You'll love showing off this cute little diving sea otter as he playfully swims down with hopes of finding another clam for his dinner. Cast in solid 925 sterling silver, this beautifully detailed otter measures a mere 1"" long and is completely 3D with a smooth mirror polished finish. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076891299910.jpg?v=1768878134,https://moonraven.com/products/diving-sea-otter-pendant-charm-necklace-03802?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#sterlingsilverjewelry #925silver #necklace #pendantnecklace #charmnecklace
Horse Skull Pendant Sterling Silver Charm - Unique 3D Equestrian Jewelry Gift,This little horse skull pendant is cast in solid sterling silver. It measures a mere 1 long and 9/16 at its widest point. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076887171142.jpg?v=1768878052,https://moonraven.com/products/horse-skull-charm-pendant-necklace-34005?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#skulljewelry #momentomori #horsejewelry #equestrianjewelry #sterlingsilverjewelry
Alligator Skull Necklace - Sterling Silver 3D Pendant,"This outstanding 3D American alligator skull pendant is made of solid sterling silver. Measuring 1-3/16"" (33mm) long, it is just the right size. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076885008454.jpg?v=1768878019,https://moonraven.com/products/american-alligator-skull-pendant-necklace-18794?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#skulljewelry #momentomori #sterlingsilverjewelry #925silver #necklace
Viper Snake Necklace - Sterling Silver Pendant With Realistic Serpent Design,Live dangerously with this little sterling silver viper hanging around your neck. The realistic scale detail is amazing and has been enhanced with a slight oxidization treatment. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076882976838.jpg?v=1768878000,https://moonraven.com/products/viper-snake-pendant-necklace-solid-hand-48418?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#snakejewelry #serpentnecklace #sterlingsilverjewelry #925silver #necklace
3mm Chain - Heavy Duty Replacement Jewelry Chain with Durable Lobster Clasp,The bronze and gunmetal chains are made in solid brass with a durable non- tarnishing plated finish in your choice of burnished bronze or black gunmetal. The silver chain is made of polished stainless steel. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_30005589934150.jpg?v=1768877987,https://moonraven.com/products/replacement-chain-3mm-diameter-custom-61665?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Talismanic Jewelry,#sterlingsilverjewelry #925silver #bronzejewelry #handcraftedbronze #handcraftedjewelry
Sterling Silver Chains Replacement | 925 Silver Chain With Lobster Clasp,These chains are made in 925 Sterling Silver and are Stamped and oxidized. These heavy duty chains are 2.3 mm thick and the heavy duty lobster clasp is the best I could find and matches the chain perfectly. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_30005587378246.jpg?v=1768877974,https://moonraven.com/products/sterling-silver-replacement-chain-23mm-25901?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#sterlingsilverjewelry #925silver #handcraftedjewelry #artisanjewelry
Bear Skull Necklace - Faceted Skull Jewelry With Diamond Facet Design,"This solid cast silver plated bronze grizzly bear skull measures 1"" long. This handsome fellow is completely covered in diamond like facets including the bottom. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_29125183832134.jpg?v=1768877937,https://moonraven.com/products/faceted-bear-skull-necklace-solid-hand-76856?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#skulljewelry #momentomori #bearjewelry #bearclaw #sterlingsilverjewelry
Antler Necklace Meaning: Symbolism of Antler Jewelry,"Antlers carry the quiet authority of the forest. They are not weapons but crowns, grown and shed in an endless cycle of death and rebirth. To wear an antler is to carry a piece of that cycle close to the skin. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_33829756796998.jpg?v=1768878987,https://moonraven.com/pages/antler-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#antlerjewelry #deerantler #necklace #pendantnecklace #handcraftedjewelry
Bone Necklace Meaning: Symbolism & History in Jewelry,"Bone is the oldest adornment material known to us. Before metal or gemstone, humans shaped the remains of animals into pendants, beads, and talismans. To wear bone is to carry a fragment of a life that came before—a quiet acknowledgment that we, too, are transient. Bone jewelry does not shout; it whispers of cycles, of strength drawn from what has passed. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_36531855065158.jpg?v=1768879194,https://moonraven.com/pages/bone-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Symbolism & Meaning,#bonejewelry #bonenecklace #necklace #pendantnecklace #handcraftedjewelry
"Celtic Knot Necklace Meaning: Eternity, Unity & Strength in Jewelry","A Celtic knot is a continuous line with no beginning and no end. It loops back on itself, an unbroken path that suggests eternity, connection, and the infinite. In jewelry, this ancient symbol becomes a quiet talisman worn close to the body, a reminder of bonds that endure and cycles that never truly close. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34469756043334.jpg?v=1768879142,https://moonraven.com/pages/celtic-knot-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Symbolism & Meaning,#celticjewelry #celticknot #necklace #pendantnecklace #handcraftedjewelry
"Eye Jewelry Symbolism: Evil Eye, Nazar & Eye of Horus Meaning","The eye is the oldest sentinel in adornment. Before words, before written law, there was the gaze—and the belief that some gazes carry harm, while others deflect it. To wear an eye is to wear a witness, a guardian that sees what you cannot.

In jewelry, the eye is never merely decorative. It is a statement of awareness, a quiet acknowledgment that the world is not neutral. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34495502123078.jpg?v=1768879096,https://moonraven.com/pages/eye-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Symbolism & Meaning,#eyejewelry #evileye #handcraftedjewelry #artisanjewelry
Feather Necklace Meaning: Symbolism in Handcrafted Jewelry,"A feather catches the air and holds its own weight. It falls from a wing, drifts on a current, and lands where it chooses. For centuries, people have worn feathers as reminders of what it means to be light, to be free, to be held by something larger than themselves. In metal, a feather becomes permanent—a talisman of the invisible. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722727370822.jpg?v=1768878845,https://moonraven.com/pages/feather-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#featherjewelry #feathernecklace #necklace #pendantnecklace #handcraftedjewelry
"Horse Necklace Meaning: Freedom, Strength & Spirit in Jewelry","The horse moves between worlds. On one side, the open field and the rush of wind. On the other, the steady weight of a rider, the quiet trust of partnership. It is a creature of paradox: wild yet loyal, powerful yet gentle. To wear a horse is to carry both impulses. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722743787590.jpg?v=1768878900,https://moonraven.com/pages/horse-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#horsejewelry #equestrianjewelry #necklace #pendantnecklace #handcraftedjewelry
Moon Necklace Meaning: Symbolism in Handcrafted Jewelry,"The moon has always been a quiet companion. It waxes and wanes, disappears and returns, a cycle that mirrors our own. To wear a moon is to carry a piece of that rhythm with you—a reminder that change is constant and that darkness is never permanent. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34462859427910.jpg?v=1768879159,https://moonraven.com/pages/moon-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Symbolism & Meaning,#moonjewelry #moonnecklace #necklace #pendantnecklace #handcraftedjewelry
Norse Runes Necklace Meaning – Elder Futhark Jewelry Guide,"Norse runes are more than an alphabet. They are symbols carved from the edge of myth, said to be discovered by Odin after nine nights on Yggdrasil. Each rune holds a name, a sound, and a meaning that reaches beyond words. When worn as jewelry, a rune becomes a personal marker of intention—a quiet anchor for the qualities you wish to carry through your days. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34469783961670.jpg?v=1768879073,https://moonraven.com/pages/norse-runes-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Symbolism & Meaning,#runejewelry #norseruns #necklace #pendantnecklace #handcraftedjewelry
Raven Jewelry Meaning | Symbolism of the Raven in Silver & Bronze,"The raven has long been a bird of paradox: a creature of shadow and light, of death and rebirth, of mischief and profound wisdom. Across cultures, it appears at the threshold—between worlds, between truths, between what is known and what is hidden. To wear the raven is to carry that threshold with you. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34462859427910.jpg?v=1768879159,https://moonraven.com/pages/raven-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#ravenjewelry #ravennecklace #sterlingsilverjewelry #925silver #bronzejewelry
"Skull Jewelry Meaning: Symbolism of Life, Death & Rebellion","The skull is a symbol that refuses to be pinned down. It speaks of mortality, yes, but also of vitality. In a single glance, it can evoke the weight of history and the lightness of a life fully lived. For centuries, across continents, the human skull has been carved, cast, and worn as a talisman — not to dwell on death, but to honor the fierce pulse of being alive. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34469756043334.jpg?v=1768879142,https://moonraven.com/pages/skull-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Symbolism & Meaning,#skulljewelry #momentomori #handcraftedjewelry #artisanjewelry
Snake Jewelry Meaning: Symbolism & History of Serpent Adornments,"The snake coils through human imagination as a creature of paradox: poison and healing, death and rebirth, earth and spirit. To wear its image is to carry that tension knowingly. For centuries, serpent jewelry has been a talisman of transformation, a quiet emblem of power that sheds its skin and keeps moving forward. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34462859427910.jpg?v=1768879159,https://moonraven.com/pages/snake-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#snakejewelry #serpentnecklace #handcraftedjewelry #artisanjewelry
"Wolf Necklace Meaning: Strength, Loyalty & Wild Spirit in Jewelry","The wolf moves between worlds—wild and loyal, solitary and bonded. To wear its image is to carry a reminder of instincts untamed and the fierce protection of the pack. Wolf jewelry speaks to those who honor both the lone path and the deep ties that hold us together. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076898803782.jpg?v=1768878315,https://moonraven.com/pages/wolf-symbolism?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#wolfjewelry #wolfnecklace #necklace #pendantnecklace #handcraftedjewelry
Infant Loss Memorial Jewelry | Handcrafted Baby Cremation Pendants,"When a baby dies, the world often doesn't know what to do with that grief. It is too large for the small body it came from, and too private for public ritual. These pieces are made for that kind of loss — not to soften it, but to hold it. They are small, weighted, and meant to be touched. You might wear one every day, or only in certain hours. There is no right way. A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722714755142.jpg?v=1768878826,https://moonraven.com/pages/memorial-baby?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #handcraftedjewelry #artisanjewelry
Memorial Necklace for Brother | Cremation Jewelry for Sibling Loss,"Losing a brother is a rupture in the story of your life. He was the one who knew the version of you before the world shaped you, who shared a childhood, a language, a history that no one else can fully enter. The grief is layered — part childhood loss, part witness to a future that now has an empty space.

These pieces are made for that specific absence. Not to fill it, but to hold a small part of what remains. A… A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722316066886.jpg?v=1768878580,https://moonraven.com/pages/memorial-brother?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #necklace #pendantnecklace #ring
Cremation Jewelry for Loss of Child | Handcrafted Memorial Pendants,"The loss of a child is not a story that resolves. There is no arc that bends toward comfort. This page is not here to soften that truth. It is here for the practical question that follows: what do you do with the ashes, the lock of hair, the small things that remain? Cremation jewelry for a child is one answer — a vessel you can wear, close to your body, not as a statement but as a private act of carrying. These pieces… A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722269241414.jpg?v=1768878451,https://moonraven.com/pages/memorial-child?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #handcraftedjewelry #artisanjewelry
Memorial Necklace for Loss of Daughter,"The loss of a daughter is a wound that does not close. It is not a chapter that ends, but a presence that shifts. This page is for the parent who carries that absence in their chest and wants something tangible to hold against it. Not to fix, not to soften, but to accompany. A piece of jewelry that holds a small weight of what remains. A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30221883834438.jpg?v=1768878352,https://moonraven.com/pages/memorial-daughter?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #necklace #pendantnecklace #handcraftedjewelry
Cremation Jewelry for Father | Handcrafted Memorial Pendants & Rings,"Losing a father leaves a silence that echoes differently. He was the one who taught you how to tie a knot, how to stand your ground, how to fix what was broken. Now you carry the weight of his absence. A piece of memorial jewelry can hold a small part of him — a pinch of ash, a lock of hair, a tiny fragment of the life he lived. Not to fill the silence, but to give it a shape you can touch. These are not ornaments. They… A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722316066886.jpg?v=1768878580,https://moonraven.com/pages/memorial-father?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #ring #statementring #handcraftedjewelry
Memorial Necklace for Close Friend | Cremation Jewelry for Friend's Ashes,"The loss of a close friend is a different kind of grief. It is not the loss of a blood tie, but of a chosen bond — one built through laughter, late-night conversations, and the quiet understanding that comes from being seen. This page is for those who carry that loss and want a tangible way to keep a friend close.

A memorial piece does not fill the space left behind. It simply offers a place to rest your fingers when… A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722269241414.jpg?v=1768878451,https://moonraven.com/pages/memorial-friend?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #necklace #pendantnecklace #handcraftedjewelry
Memorial Necklace for Grandfather | Cremation Jewelry for Grandpa Ashes,"A grandfather is not a single memory but a thousand small ones: the smell of sawdust and tobacco, the weight of his hand on your shoulder, the way he said your name. When he is gone, the world feels quieter, and the absence is a thing you carry in your chest.

This page is for those who want a tangible piece of that presence. Not to replace him, but to hold a small part of him close. A memorial necklace for your… A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30221883834438.jpg?v=1768878352,https://moonraven.com/pages/memorial-grandfather?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #necklace #pendantnecklace #handcraftedjewelry
Memorial Necklace for Grandmother | Cremation Jewelry for Grandma Ashes,"When a grandmother dies, the loss is foundational. She was the one who held your hand, who knew the stories, who made the house smell like bread and lavender. Now the world feels thinner, and you are looking for something to carry her with you — not to fill the absence, but to keep her near in a way that feels true.

This page is for that search. Whether you want a small pendant to hold a pinch of ash, a ring engraved… A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722316066886.jpg?v=1768878580,https://moonraven.com/pages/memorial-grandmother?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#bearjewelry #bearclaw #memorialjewelry #cremationjewelry #necklace
Cremation Jewelry for Grandma & Grandpa | Memorial Necklaces,"The bond between a grandparent and grandchild is woven from quiet moments: the scent of baking bread, stories told while shelling peas, a hand resting on your shoulder. When that presence becomes memory, a small physical touchstone can hold the weight of what remains.

These pieces are not about filling a void. They are about carrying a thread of connection into the days ahead. A pendant that rests against your skin, a… A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722269241414.jpg?v=1768878451,https://moonraven.com/pages/memorial-grandparent?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #necklace #pendantnecklace #ring
Cremation Jewelry for Husband | Memorial Necklaces & Urn Pendants,"The weight of a husband's absence is not something a piece of jewelry can fix. It wasn't made for that. These pieces are made to hold a small part of him — a few grains of ash, a lock of hair, or simply the memory of his hand on your shoulder. They are not a solution. They are a place to put the weight so it can be carried differently.

You may not know yet what you want to do with his ashes. That is not a failure. This… A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30221883834438.jpg?v=1768878352,https://moonraven.com/pages/memorial-husband?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #necklace #pendantnecklace #handcraftedjewelry
Memorial Necklace for Mother | Handcrafted Cremation Jewelry,"The loss of a mother is not an event that ends. It is a weight that shifts, a silence that deepens, a presence that becomes absence. This page is for those who are carrying that weight and looking for something to hold onto — literally. A piece of jewelry that can hold a small amount of ash, a lock of hair, or simply the memory of her. No platitudes. No promises of healing. Just a vessel for what remains. A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722316066886.jpg?v=1768878580,https://moonraven.com/pages/memorial-mother?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #necklace #pendantnecklace #handcraftedjewelry
Cremation Jewelry for Loss of Parent | Memorial Necklaces for Mom & Dad,"Losing a parent shifts the ground beneath you. The relationship is unlike any other—woven from decades of small moments, arguments, silences, and love that outlasts words. A piece of memorial jewelry cannot fill that absence, but it can offer a quiet, tangible connection when you need it most.

These pendants are made to be worn against the skin, held in a palm, or tucked beneath a shirt. They hold a small portion of… A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722269241414.jpg?v=1768878451,https://moonraven.com/pages/memorial-parent?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #necklace #pendantnecklace #handcraftedjewelry
Cremation Jewelry for Pet Bird | Memorial Necklace & Pendant,"The cage is quiet. The morning whistle, the tilt of a head, the way they watched you from their perch — these are the details that stay. Losing a bird is losing a presence that filled a room without noise. This page is for those who want to carry that presence close, in a piece made to hold what remains. A small weight for a private grief. Explore handcrafted memorial pieces.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30221883834438.jpg?v=1768878352,https://moonraven.com/pages/memorial-pet-bird?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #petmemorial #petkeepsake #necklace
Memorial Gifts for Loss of Father: Handcrafted Jewelry,"You are here because you are choosing a memorial gift for someone who has lost their father. This is a quiet act of love, and the right piece can become a tangible anchor for grief. Over the next few minutes, we will explore handcrafted jewelry that honors a father's presence, not his absence. These are not mass-produced trinkets; they are talismans made to be worn, touched, and kept close. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722316066886.jpg?v=1768878580,https://moonraven.com/pages/gift-dad-memorial?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #handcraftedjewelry #artisanjewelry
Skull Jewelry Gift for Dad – Moon Raven Designs,"You know your father better than any gift guide. You know he doesn't need another tie or a novelty mug. You're here because you want something that speaks to who he is—maybe a quiet rebel, a thinker, a man who has seen enough of life to appreciate its edges. Skull jewelry carries that weight without shouting. This page is for the ten minutes you spend choosing well. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34469756043334.jpg?v=1768879142,https://moonraven.com/pages/gift-dad-skull?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Talismanic Jewelry,#skulljewelry #momentomori #handcraftedjewelry #artisanjewelry
Graduation Jewelry Gift for Daughter,"A graduation is a threshold. Your daughter is stepping into something new, and you want to give her something that marks the moment without shouting. This page is for the slow choosing—the kind of gift that holds meaning not because of its price tag, but because of what it says about her and what you see in her. Here, you'll find jewelry that feels like an heirloom from the start, made by hand on Vancouver Island since 1974. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_36531855065158.jpg?v=1768879194,https://moonraven.com/pages/gift-daughter-graduation?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Symbolism & Meaning,#handcraftedjewelry #artisanjewelry #darkjewelry #symbolicjewelry
Talisman Jewelry Gift for Daughter,"You are here because you want to give your daughter something that will stay with her—not just on her dresser, but in her pocket, on her skin, in her quiet moments. A talisman is not a trinket. It is a small anchor, chosen with intention, meant to be held when the world feels uncertain. This page will help you find the right symbol, the right weight, and the right words to go with it. Take your time. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_36531855065158.jpg?v=1768879194,https://moonraven.com/pages/gift-daughter-talisman?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Symbolism & Meaning,#handcraftedjewelry #artisanjewelry #darkjewelry #symbolicjewelry
Memorial Jewelry for Loss of Mother: Handcrafted Gifts of Remembrance,"When someone you care about has lost their mother, words often fall short. You want to offer something that holds more than sympathy—something that acknowledges the depth of her grief and the irreplaceable bond she shared with her mother. This page is for you, the thoughtful friend or family member, who is looking for a gift that will be worn close to the heart, not just set on a shelf. Here you will find handcrafted jewelry designed to carry… Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722269241414.jpg?v=1768878451,https://moonraven.com/pages/gift-mom-memorial?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Memorial Keepsakes,#memorialjewelry #cremationjewelry #handcraftedjewelry #artisanjewelry
Raven Jewelry Gift for Mom – Handcrafted Talismans,"You know her well enough to know that a conventional gift won't do. The raven calls to her—a bird of deep intelligence, of magic, of the wild edges. This page is for the quiet hour you spend choosing something that matches the weight of what she means to you.

Here you'll find handcrafted raven jewelry from our forge on Vancouver Island. Each piece is made to be worn, not just given. Take your time. The right one will feel inevitable. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34462859427910.jpg?v=1768879159,https://moonraven.com/pages/gift-mom-raven?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#ravenjewelry #ravennecklace #handcraftedjewelry #artisanjewelry
Wolf Jewelry Gift for Son – Handcrafted Wolf Pendant,"Choosing a gift for a son is about acknowledging the person he is becoming. A wolf pendant carries meaning that goes beyond decoration—it speaks to the qualities you see in him: independence, loyalty, quiet strength. This page is for those who want a gift that feels intentional, not generic. Take your time. The right piece is worth finding. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_30076898803782.jpg?v=1768878315,https://moonraven.com/pages/gift-son-wolf?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#wolfjewelry #wolfnecklace #handcraftedjewelry #artisanjewelry
Gifts for a Witch: Meaningful Handcrafted Jewelry,"You're here because you know her practice is not a phase or a costume. It is a quiet, daily conversation with the earth, the moon, and the unseen. A gift that honors that deserves the same care she brings to her craft. This guide is for choosing a piece of jewelry that will sit on her skin or her altar for years—not as decoration, but as a tool. We will walk through symbols, materials, and how to match a piece to her path, whether she is a green… Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_36531855065158.jpg?v=1768879194,https://moonraven.com/pages/gift-witch?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Talismanic Jewelry,#moonjewelry #moonnecklace #handcraftedjewelry #artisanjewelry
Sterling Silver Antler Jewelry – Handcrafted Nature-Inspired Pieces,"The antler has long been a symbol of strength, renewal, and connection to the wild. In sterling silver, its form becomes both subtle and enduring — a quiet talisman for those who feel most themselves among the trees. This collection is for the hiker, the hunter, the dreamer who carries a piece of the forest close to the heart. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_33829756796998.jpg?v=1768878987,https://moonraven.com/pages/sterling-silver-antler-jewelry?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#antlerjewelry #deerantler #sterlingsilverjewelry #925silver #handcraftedjewelry
Sterling Silver Feather Jewelry | Handcrafted in Canada,"The feather has long been a symbol of flight, freedom, and spiritual connection. In sterling silver, its delicate lines and soft curves are rendered with a quiet luminosity that feels both ancient and modern. This pairing suits those who carry a piece of the sky with them—a reminder to move lightly and with intention. Read the full meaning and shop the symbol.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722727370822.jpg?v=1768878845,https://moonraven.com/pages/sterling-silver-feather-jewelry?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#featherjewelry #feathernecklace #sterlingsilverjewelry #925silver #handcraftedjewelry
